source,target,source_belief,target_belief,trust,distrust,source_party,target_party
398,272,1.298,1.111,0.9260524366,0.04970760234,Republican,Republican
399,272,1.126,1.111,0.9480581646,0.06639566396,Republican,Republican
400,272,0.832,1.111,0.9572528384,0.05720408836,Republican,Republican
401,272,1.371,1.111,0.7909768986,0.03535353535,Republican,Republican
402,272,0.778,1.111,0.8810696955,0.03333333333,Republican,Republican
403,272,1.251,1.111,0.7820849309,0.06944444444,Republican,Republican
404,272,0.829,1.111,0.8726936593,0.0873015873,Republican,Republican
405,272,1.26,1.111,0.7651202301,0.01340996169,Republican,Republican
406,272,0.899,1.111,0.9504421588,0.08982487923,Republican,Republican
407,408,-0.403,-1.059,0.7462026705,0.01904761905,Democratic,Democratic
409,408,-0.946,-1.059,0.6863066161,0.01636904762,Democratic,Democratic
410,408,-1.29,-1.059,0.418640178,0.04613095238,Democratic,Democratic
411,408,-1.077,-1.059,0.8245246713,0.02973137973,Democratic,Democratic
412,408,-1.42,-1.059,0.5527175367,0.04761904762,Democratic,Democratic
413,408,-1.185,-1.059,0.7424083063,0.002380952381,Democratic,Democratic
414,408,-0.856,-1.059,0.8520651282,0.06007326007,Democratic,Democratic
415,408,-1.109,-1.059,0.7533676318,0.01689708141,Democratic,Democratic
416,408,-1.168,-1.059,0.8092804185,0.0313283208,Democratic,Democratic
417,408,-1.034,-1.059,0.8509274067,0.05,Democratic,Democratic
418,408,-1.044,-1.059,0.8285449828,0.007936507937,Democratic,Democratic
419,408,-0.952,-1.059,0.8104153155,0.002164502165,Democratic,Democratic
420,408,-1.189,-1.059,0.8203243125,0.02338686954,Democratic,Democratic
421,408,-1.194,-1.059,0.79100932,0.03675595238,Democratic,Democratic
422,408,-1.386,-1.059,0.8205397803,0.0158890169,Democratic,Democratic
423,294,0.248,0.756,0.9593388148,0.179981452,Republican,Republican
424,294,1.07,0.756,0.8813236313,0.3725490196,Republican,Republican
425,294,0.014,0.756,0.9592398254,0.1761204482,Republican,Republican
426,294,0.939,0.756,0.9307440999,0.08578431373,Republican,Republican
427,294,0.259,0.756,0.97108901,0.02725490196,Republican,Republican
428,294,1.022,0.756,0.9552727223,0.06495098039,Republican,Republican
429,294,0.061,0.756,0.9562106358,0.1761204482,Republican,Republican
430,354,0.885,0.929,0.8760584479,0.05270833333,Republican,Republican
431,354,1.01,0.929,0.9097909053,0.03333333333,Republican,Republican
432,354,1.163,0.929,0.9222953701,0.07575757576,Republican,Republican
433,354,0.95,0.929,0.9217356882,0.03725490196,Republican,Republican
434,354,1.34,0.929,0.8961170221,0.01851851852,Republican,Republican
435,354,0.829,0.929,0.9135508486,0.01282051282,Republican,Republican
436,354,0.823,0.929,0.8838608478,0.03333333333,Republican,Republican
437,354,1.196,0.929,0.804186422,0.141025641,Republican,Republican
438,354,0.837,0.929,0.9222756752,0.03921568627,Republican,Republican
439,354,1.481,0.929,0.8910791774,0.008771929825,Republican,Republican
440,354,-0.582,0.929,0.8074420557,0.7156862745,Democratic,Republican
441,354,0.801,0.929,0.7257677016,0.06666666667,Republican,Republican
442,354,0.797,0.929,0.8653855472,0.08333333333,Republican,Republican
443,354,0.7,0.929,0.8353072107,0.2179487179,Republican,Republican
444,354,0.856,0.929,0.929575229,0.03333333333,Republican,Republican
445,354,1.301,0.929,0.8752901563,0.0,Republican,Republican
446,354,0.735,0.929,0.9153960209,0.01851851852,Republican,Republican
447,354,0.955,0.929,0.8879988933,0.03623188406,Republican,Republican
448,354,0.909,0.929,0.9109911801,0.0,Republican,Republican
449,354,0.844,0.929,0.8928395555,0.01754385965,Republican,Republican
68,450,-0.828,0.004,0.6961393894,0.375,Democratic,Republican
451,450,0.045,0.004,0.6853283804,0.2761347299,Republican,Republican
452,450,0.186,0.004,0.7607229513,0.25,Republican,Republican
453,450,0.155,0.004,0.8019865118,0.2368421053,Republican,Republican
454,450,-0.731,0.004,0.803570352,0.1875,Republican,Republican
67,450,-1.091,0.004,0.7264102267,0.3738640145,Democratic,Republican
202,187,-0.802,-0.695,0.8178114346,0.06734048897,Democratic,Democratic
190,187,-1.612,-0.695,0.6084859101,0.1797435897,Democratic,Democratic
130,187,-0.764,-0.695,0.8097373183,0.0606959707,Democratic,Democratic
455,187,1.526,-0.695,0.8445538619,0.4361984392,Republican,Democratic
118,187,2.303,-0.695,0.8689132485,0.3490262515,Republican,Democratic
98,187,-1.346,-0.695,0.5675267284,0.2955627988,Democratic,Democratic
96,187,0.698,-0.695,0.8470382195,0.3216004963,Republican,Democratic
115,187,1.266,-0.695,0.8501208006,0.4361984392,Republican,Democratic
165,187,1.1,-0.695,0.873215853,0.4242319454,Republican,Democratic
175,187,1.597,-0.695,0.7525046613,0.5923652538,Republican,Democratic
170,187,2.276,-0.695,0.8106051644,0.4741025641,Republican,Democratic
174,187,1.405,-0.695,0.8674981888,0.3789399591,Republican,Democratic
198,187,-1.696,-0.695,0.8193167187,0.09234175833,Democratic,Democratic
149,187,1.49,-0.695,0.859375453,0.4796767001,Republican,Democratic
125,187,0.757,-0.695,0.9091858322,0.3424466333,Republican,Democratic
204,187,-0.664,-0.695,0.8365088486,0.1357710399,Democratic,Democratic
101,187,2.59,-0.695,0.7781439064,0.5836288825,Republican,Democratic
154,187,1.068,-0.695,0.7298864951,0.2976575402,Republican,Democratic
95,187,1.589,-0.695,0.8420150804,0.3378002699,Republican,Democratic
113,187,3.408,-0.695,0.6928422933,0.607583335,Republican,Democratic
100,187,2.473,-0.695,0.8778879262,0.4017240719,Republican,Democratic
109,187,2.031,-0.695,0.9122007584,0.3454852218,Republican,Democratic
137,187,-1.192,-0.695,0.7688369737,0.1241880342,Democratic,Democratic
136,187,-1.696,-0.695,0.7299362219,0.0606959707,Democratic,Democratic
92,187,1.215,-0.695,0.6502137036,0.4698178138,Republican,Democratic
140,187,-1.369,-0.695,0.7025259451,0.2464102564,Democratic,Democratic
160,187,3.067,-0.695,0.6905703842,0.6240039448,Republican,Democratic
131,187,-1.223,-0.695,0.9181822746,0.08216117216,Democratic,Democratic
141,187,1.416,-0.695,0.9084479514,0.3375317414,Republican,Democratic
139,187,1.517,-0.695,0.9317503227,0.3171411455,Republican,Democratic
147,187,0.944,-0.695,0.9230805049,0.2894186206,Republican,Democratic
114,187,2.168,-0.695,0.8780598665,0.4693792173,Republican,Democratic
102,187,1.571,-0.695,0.882782605,0.3651282051,Republican,Democratic
143,187,1.189,-0.695,0.9062684145,0.3053754579,Republican,Democratic
196,187,-1.401,-0.695,0.7998229614,0.2059690799,Democratic,Democratic
144,187,1.013,-0.695,0.8795507731,0.3055695573,Republican,Democratic
197,187,-1.048,-0.695,0.9270189712,0.0606959707,Democratic,Democratic
456,187,1.896,-0.695,0.8463302537,0.3869230769,Republican,Democratic
157,187,1.461,-0.695,0.9336545336,0.2932618747,Republican,Democratic
161,187,0.962,-0.695,0.9345738577,0.2927650013,Republican,Democratic
178,187,-0.741,-0.695,0.926729785,0.1791882059,Democratic,Democratic
457,187,1.355,-0.695,0.685685313,0.6535897436,Republican,Democratic
214,187,-1.705,-0.695,0.8297713564,0.2070659941,Democratic,Democratic
173,187,0.744,-0.695,0.9210564243,0.3070434328,Republican,Democratic
184,187,1.342,-0.695,0.8214847488,0.4896553174,Republican,Democratic
203,187,-0.435,-0.695,0.9139511584,0.1535897436,Republican,Democratic
186,187,1.263,-0.695,0.9164610551,0.2982042871,Republican,Democratic
211,187,-1.216,-0.695,0.7591637214,0.1797435897,Democratic,Democratic
168,187,1.815,-0.695,0.778714377,0.6207292351,Republican,Democratic
166,187,1.799,-0.695,0.9036013897,0.4535897436,Republican,Democratic
185,187,0.814,-0.695,0.9315495652,0.3535897436,Republican,Democratic
208,187,-1.495,-0.695,0.763137742,0.2035531136,Democratic,Democratic
167,187,1.322,-0.695,0.9084955161,0.2785897436,Republican,Democratic
213,187,-1.181,-0.695,0.7897764253,0.1797435897,Democratic,Democratic
199,187,-0.587,-0.695,0.872204868,0.09641025641,Democratic,Democratic
210,187,-1.312,-0.695,0.8781445716,0.1247435897,Democratic,Democratic
156,187,1.45,-0.695,0.7389382044,0.4956950067,Republican,Democratic
176,187,1.666,-0.695,0.92673613,0.3478046196,Republican,Democratic
182,187,1.859,-0.695,0.829085814,0.4035897436,Republican,Democratic
389,385,1.071,0.652,0.941424397,0.3152626221,Republican,Republican
458,385,0.84,0.652,0.9008232549,0.1890348706,Republican,Republican
386,385,0.526,0.652,0.8823327123,0.1915646024,Republican,Republican
382,385,0.49,0.652,0.9000736517,0.04611005693,Republican,Republican
459,385,0.654,0.652,0.827285353,0.05915353519,Republican,Republican
390,385,0.844,0.652,0.8271431303,0.1538899431,Republican,Republican
423,460,0.248,-0.67,0.9496932383,0.2342342342,Republican,Democratic
461,460,-1.382,-0.67,0.8077609621,0.06666666667,Democratic,Democratic
462,460,-0.674,-0.67,0.946255555,0.01666666667,Democratic,Democratic
463,460,-0.821,-0.67,0.8917416011,0.01819685691,Democratic,Democratic
464,460,-0.872,-0.67,0.9620823995,0.08333333333,Democratic,Democratic
465,460,-0.801,-0.67,0.9413819017,0.1666666667,Democratic,Democratic
466,467,-0.791,-1.121,0.9512235977,0.0294599018,Democratic,Democratic
468,467,-1.193,-1.121,0.9669103696,0.001731815933,Democratic,Democratic
469,467,0.746,-1.121,0.9103468917,0.3735412637,Republican,Democratic
470,467,-1.597,-1.121,0.906270444,0.07412491421,Democratic,Democratic
471,467,-1.3,-1.121,0.9425305244,0.02304964539,Democratic,Democratic
472,467,-1.471,-1.121,0.8110514489,0.07513297872,Democratic,Democratic
473,467,-1.552,-1.121,0.9384636302,0.02304964539,Democratic,Democratic
474,467,-1.262,-1.121,0.8190363063,0.02573781743,Democratic,Democratic
475,467,0.879,-1.121,0.9077356306,0.4091725768,Republican,Democratic
476,467,0.543,-1.121,0.8445495911,0.4458897485,Republican,Democratic
477,467,-0.587,-1.121,0.9393120465,0.01361702128,Democratic,Democratic
478,467,-1.061,-1.121,0.9373103689,0.02216312057,Democratic,Democratic
479,467,1.084,-1.121,0.6276494623,0.6839396019,Republican,Democratic
480,467,-0.875,-1.121,0.9341108148,0.03087778683,Democratic,Democratic
481,467,-1.221,-1.121,0.9346213456,0.03138297872,Democratic,Democratic
482,467,0.926,-1.121,0.8259409416,0.2269503546,Republican,Democratic
483,467,-1.356,-1.121,0.8751812956,0.1063829787,Democratic,Democratic
484,467,-1.088,-1.121,0.8780276581,0.06092843327,Democratic,Democratic
485,467,-1.004,-1.121,0.9036802969,0.01510404091,Democratic,Democratic
486,467,0.738,-1.121,0.8861763892,0.5602836879,Republican,Democratic
487,467,0.893,-1.121,0.8906722441,0.4650455927,Republican,Democratic
488,467,-1.362,-1.121,0.9426480848,0.05638297872,Democratic,Democratic
489,467,-1.501,-1.121,0.8935473131,0.07841095075,Democratic,Democratic
490,467,-1.148,-1.121,0.9420669843,0.01547388781,Democratic,Democratic
491,467,-1.133,-1.121,0.9670037011,0.02304964539,Democratic,Democratic
492,493,-0.6,0.078,0.9130643019,0.4347934296,Democratic,Republican
494,493,-0.457,0.078,0.952197246,0.3178416821,Democratic,Republican
495,493,-0.532,0.078,0.91704492,0.4115646259,Democratic,Republican
496,493,-0.622,0.078,0.9351600761,0.2829931973,Democratic,Republican
497,493,1.05,0.078,0.9436676544,0.06419059719,Democratic,Republican
498,493,-0.616,0.078,0.8702766329,0.4829931973,Democratic,Republican
499,493,0.119,0.078,0.8692477515,0.4253628808,Republican,Republican
500,493,-0.391,0.078,0.8098923971,0.4496598639,Democratic,Republican
501,502,-1.294,-1.413,0.8328162034,0.01772447982,Democratic,Democratic
503,502,-1.496,-1.413,0.3253148728,0.01222943723,Democratic,Democratic
504,502,-1.094,-1.413,0.880807067,0.0469121093,Democratic,Democratic
505,502,-1.328,-1.413,0.781732713,0.02360460824,Democratic,Democratic
506,502,-1.18,-1.413,0.9029964853,0.01801509302,Democratic,Democratic
507,502,-1.032,-1.413,0.7805840494,0.02278456837,Democratic,Democratic
508,502,-1.262,-1.413,0.8891012213,0.009011934012,Democratic,Democratic
509,502,-1.158,-1.413,0.8906115679,0.0009980759981,Democratic,Democratic
510,502,-1.021,-1.413,0.8801599085,0.03857825908,Democratic,Democratic
511,502,-1.145,-1.413,0.7948650152,0.01158008658,Democratic,Democratic
512,502,-1.234,-1.413,0.8797264334,0.003961038961,Democratic,Democratic
513,502,-1.216,-1.413,0.7585124018,0.003961038961,Democratic,Democratic
514,502,-1.105,-1.413,0.7925612278,0.02278456837,Democratic,Democratic
515,502,-1.204,-1.413,0.8565998781,0.02917843027,Democratic,Democratic
516,502,-1.23,-1.413,0.9191013812,0.01158008658,Democratic,Democratic
517,502,-1.212,-1.413,0.9111789518,0.003564999357,Democratic,Democratic
518,502,-1.56,-1.413,0.8357657636,0.02797444491,Democratic,Democratic
519,502,-1.153,-1.413,0.5766428111,0.009415584416,Democratic,Democratic
520,502,-1.174,-1.413,0.8808113263,0.04343123764,Democratic,Democratic
521,502,-1.152,-1.413,0.8769714129,0.02518552876,Democratic,Democratic
522,502,-1.119,-1.413,0.8926553819,0.04261272435,Democratic,Democratic
523,502,-1.114,-1.413,0.8642577969,0.02278456837,Democratic,Democratic
524,502,-1.279,-1.413,0.8475736349,0.01651992236,Democratic,Democratic
525,502,-1.291,-1.413,0.8680532571,0.0149185203,Democratic,Democratic
526,502,-1.197,-1.413,0.8748963799,0.02083435432,Democratic,Democratic
527,502,-1.18,-1.413,0.7552668797,0.03733373877,Democratic,Democratic
528,502,-1.182,-1.413,0.8357883865,0.01396103896,Democratic,Democratic
529,502,-1.139,-1.413,0.8230880658,0.03258848994,Democratic,Democratic
530,502,-1.204,-1.413,0.7545486525,0.03603896104,Democratic,Democratic
531,502,-1.075,-1.413,0.8876375068,0.01011488511,Democratic,Democratic
532,502,-1.42,-1.413,0.9065177226,0.01762847368,Democratic,Democratic
483,486,-1.356,0.738,0.7721114287,0.6666666667,Democratic,Republican
533,486,0.852,0.738,0.4211024468,0.0,Republican,Republican
489,486,-1.501,0.738,0.7750858719,0.6386946387,Democratic,Republican
534,486,-1.161,0.738,0.8644333738,0.6041666667,Democratic,Republican
535,486,-1.411,0.738,0.6072118064,0.6363636364,Democratic,Republican
490,486,-1.148,0.738,0.8343762429,0.5757575758,Democratic,Republican
536,486,-0.363,0.738,0.8629040779,0.5424382716,Democratic,Republican
537,486,-1.276,0.738,0.6935354157,0.6222222222,Democratic,Republican
538,486,0.609,0.738,0.863515012,0.2051282051,Republican,Republican
539,486,-1.451,0.738,0.5515615247,0.6369047619,Democratic,Republican
540,486,-1.207,0.738,0.8529000367,0.5516224189,Democratic,Republican
541,542,-1.273,-3.048,0.9392700692,0.05323601904,Democratic,Democratic
467,486,-1.121,0.738,0.8861763892,0.5602836879,Democratic,Republican
543,486,-0.913,0.738,0.7844322585,0.6111111111,Democratic,Republican
544,486,-1.491,0.738,0.8426990956,0.5933030303,Democratic,Republican
545,486,-0.835,0.738,0.7372457424,0.6483685577,Democratic,Republican
487,486,0.893,0.738,0.8882901439,0.09523809524,Republican,Republican
484,486,-1.088,0.738,0.7357672966,0.6212121212,Democratic,Republican
482,486,0.926,0.738,0.7530743966,0.3333333333,Republican,Republican
546,486,-1.083,0.738,0.8363951297,0.6078431373,Democratic,Republican
547,486,0.671,0.738,0.9020176278,0.05797101449,Republican,Republican
548,486,-1.285,0.738,0.703545768,0.625,Democratic,Republican
549,486,-1.2,0.738,0.777317602,0.5926576032,Democratic,Republican
491,486,-1.133,0.738,0.8680185178,0.5833333333,Democratic,Republican
470,486,-1.597,0.738,0.8440874685,0.6344086022,Democratic,Republican
474,486,-1.262,0.738,0.7387223253,0.5860215054,Democratic,Republican
550,486,1.506,0.738,0.8794406537,0.2084700948,Republican,Republican
551,486,-0.966,0.738,0.8329778222,0.5897435897,Democratic,Republican
552,486,-1.263,0.738,0.8375639684,0.6100628931,Democratic,Republican
481,486,-1.221,0.738,0.829598474,0.5916666667,Democratic,Republican
476,486,0.543,0.738,0.846805376,0.1143939394,Republican,Republican
553,486,0.976,0.738,0.736689972,0.06666666667,Republican,Republican
554,486,0.785,0.738,0.8428412903,0.2666666667,Republican,Republican
479,486,1.084,0.738,0.6161383985,0.123655914,Republican,Republican
555,556,0.033,-1.01,0.8337620316,0.4464285714,Republican,Democratic
451,556,0.045,-1.01,0.6277327533,0.6332775871,Republican,Democratic
63,556,-1.329,-1.01,0.8680491595,0.0125213432,Democratic,Democratic
557,556,-1.195,-1.01,0.840504894,0.05714285714,Democratic,Democratic
68,556,-0.828,-1.01,0.8204528373,0.01785714286,Democratic,Democratic
558,559,0.96,0.579,0.8868642587,0.104679803,Republican,Republican
449,559,0.844,0.579,0.8961701581,0.1347549909,Republican,Republican
445,559,1.301,0.579,0.8624501653,0.1522988506,Republican,Republican
560,561,0.949,-0.751,0.8035011199,0.6213496372,Republican,Democratic
562,563,0.844,1.008,0.784516701,0.196969697,Republican,Republican
564,563,0.847,1.008,0.7713805883,0.2381537382,Republican,Republican
565,566,0.598,1.575,0.9485612445,0.3098729228,Republican,Republican
567,566,0.636,1.575,0.3305429497,0.4462365591,Republican,Republican
568,566,-1.157,1.575,0.8110604533,0.8212365591,Democratic,Republican
569,566,1.932,1.575,0.377271217,0.02065085808,Republican,Republican
570,566,1.081,1.575,0.8415102852,0.4771007567,Republican,Republican
571,566,1.435,1.575,0.8524949271,0.1462365591,Republican,Republican
572,566,1.859,1.575,0.9622281302,0.149684835,Republican,Republican
573,566,0.752,1.575,0.8190724444,0.3212365591,Republican,Republican
574,566,1.39,1.575,0.8697817087,0.2847782258,Republican,Republican
575,566,-0.696,1.575,0.6991338103,0.8553274682,Democratic,Republican
576,566,0.882,1.575,0.9033349017,0.2189638319,Republican,Republican
577,566,0.794,1.575,0.8915646246,0.2962365591,Republican,Republican
578,566,1.816,1.575,0.7468138936,0.05376344086,Republican,Republican
579,566,2.01,1.575,0.8442636532,0.3033794163,Republican,Republican
580,566,1.516,1.575,0.6994815498,0.1024865591,Republican,Republican
128,581,1.483,1.056,0.377164539,0.2178137652,Republican,Republican
582,581,1.006,1.056,0.9422048435,0.007957559682,Republican,Republican
583,581,0.547,1.056,0.9169235768,0.01985111663,Republican,Republican
584,581,0.578,1.056,0.946478828,0.01831501832,Republican,Republican
585,581,1.339,1.056,0.9349533639,0.0,Republican,Republican
586,581,0.635,1.056,0.945740664,0.007957559682,Republican,Republican
587,581,0.875,1.056,0.9025054184,0.03418803419,Republican,Republican
588,581,0.936,1.056,0.9448659033,0.03146853147,Republican,Republican
589,581,0.985,1.056,0.9358420586,0.009106984969,Republican,Republican
590,581,0.874,1.056,0.922290417,0.01985111663,Republican,Republican
591,581,0.993,1.056,0.891606909,0.06100795756,Republican,Republican
592,581,0.816,1.056,0.9475874916,0.01398601399,Republican,Republican
593,581,0.89,1.056,0.9214202623,0.002024291498,Republican,Republican
594,581,1.124,1.056,0.7181413256,0.05176584422,Republican,Republican
595,596,1.036,1.146,0.525222576,0.001020408163,Republican,Republican
597,596,0.996,1.146,0.948892776,0.01768707483,Republican,Republican
